CO_UF_RESIDENCIA,NU_IDADE,TP_SEXO,TP_COR_RACA,TP_NACIONALIDADE,TP_ST_CONCLUSAO,TP_ANO_CONCLUIU,TP_PRESENCA_MT,NU_NOTA_CN,NU_NOTA_CH,NU_NOTA_LC,TP_LINGUA,Q001,Q002,Q006,Q024,Q025,Q026,Q027,Q047,ATEND_ESPE1,ATEND_ESPE2,medias
43,27,0.03246540422432629,0.01855165955675788,0.010821801408108763,0.01855165955675788,7,1,402.6,556.9,599.0,0,0.12986161689730516,0.021643602816217525,0.02597232337946103,0.06493080844865258,0.01855165955675788,0.04328720563243505,0.12986161689730516,0.01180560153611865,0,0,519.5
23,19,0.012986161689730515,0.016232702112163145,0.00998935514594655,0.016232702112163145,2,0,0.0,0.0,0.0,0,0.03246540422432629,0.02597232337946103,0.021643602816217525,0.02597232337946103,0.01855165955675788,0.02597232337946103,0.04328720563243505,0.010821801408108763,0,0,0.0
24,18,0.02597232337946103,0.014429068544145017,0.00927582977837894,0.014429068544145017,2,1,477.8,462.9,511.9,0,0.06493080844865258,0.06493080844865258,0.12986161689730516,0.016232702112163145,0.016232702112163145,0.01855165955675788,0.01855165955675788,0.00998935514594655,0,0,484.2
50,18,0.01180560153611865,0.012986161689730515,0.00865744112648701,0.012986161689730515,1,0,0.0,0.0,0.0,0,0.02597232337946103,0.021643602816217525,0.01855165955675788,0.014429068544145017,0.014429068544145017,0.021643602816217525,0.12986161689730516,0.00927582977837894,0,0,0.0
41,16,0.021643602816217525,0.03246540422432629,0.008116351056081572,0.06493080844865258,0,1,561.8,640.8,596.5,0,0.12986161689730516,0.12986161689730516,0.12986161689730516,0.021643602816217525,0.016232702112163145,0.01855165955675788,0.12986161689730516,0.04328720563243505,0,0,599.6999999999999
21,24,0.010821801408108763,0.06493080844865258,0.06646244805278266,0.02597232337946103,0,1,474.4,540.0,517.4,1,0.04328720563243505,0.04328720563243505,0.021643602816217525,0.012986161689730515,0.012986161689730515,0.14123270211216316,0.12986161689730516,0.00865744112648701,0,0,510.59999999999997
15,20,0.16140880241390074,0.01180560153611865,0.06277008982762806,0.01180560153611865,1,1,395.5,425.2,569.5,1,0.021643602816217525,0.12986161689730516,0.01855165955675788,0.01180560153611865,0.01180560153611865,0.016232702112163145,0.016232702112163145,0.008116351056081572,0,0,463.40000000000003
31,21,0.00998935514594655,0.010821801408108763,0.059466400889331854,0.06493080844865258,0,0,393.3,429.6,0.0,1,0.04328720563243505,0.5649308084486526,0.12986161689730516,0.010821801408108763,0.12554017965525613,0.03246540422432629,0.04328720563243505,0.00763891864101795,0,0,274.3
31,18,0.00927582977837894,0.22597232337946105,0.05649308084486526,0.021643602816217525,0,1,471.9,628.0,588.2,1,0.12986161689730516,0.06493080844865258,0.016232702112163145,0.00998935514594655,0.010821801408108763,0.014429068544145017,0.014429068544145017,0.0072145342720725085,0,0,562.7
53,24,0.14123270211216316,0.00998935514594655,0.05380293413796692,0.010821801408108763,4,0,0.0,0.0,0.0,0,0.03246540422432629,0.01855165955675788,0.06493080844865258,0.16140880241390074,0.11298616168973052,0.12554017965525613,0.5649308084486526,0.00683482194196343,0,0,0.0
43,24,0.12554017965525613,0.1883102694828842,0.05135734622260479,0.00998935514594655,6,0,0.0,0.0,0.0,1,0.01855165955675788,0.01855165955675788,0.014429068544145017,0.00927582977837894,0.00998935514594655,0.02597232337946103,0.3766205389657684,0.006493080844865258,0,0,0.0
41,17,0.00865744112648701,0.00927582977837894,0.04912441812596979,0.3766205389657684,0,0,0.0,0.0,0.0,1,0.02597232337946103,0.04328720563243505,0.016232702112163145,0.14123270211216316,0.10271469244520957,0.012986161689730515,0.012986161689730515,0.006183886518919293,0,0,0.0
31,30,0.07061635105608158,0.16140880241390074,0.08874423403738772,0.00927582977837894,10,0,0.0,0.0,0.0,1,0.03246540422432629,0.2824654042243263,0.12554017965525613,0.23665129076636726,0.17748846807477545,0.10271469244520957,0.10271469244520957,0.05135734622260479,0,0,0.0
31,18,0.06646244805278266,0.07532410779315368,0.08519446467589221,0.00865744112648701,1,1,484.8,485.3,559.1,1,0.016232702112163145,0.016232702112163145,0.11298616168973052,0.21298616168973053,0.1638355089921004,0.0941551347414421,0.0941551347414421,0.04912441812596979,0,0,509.73333333333335
52,22,0.11298616168973052,0.07061635105608158,0.0819177544960502,0.008116351056081572,5,0,0.0,0.0,0.0,0,0.014429068544145017,0.014429068544145017,0.04328720563243505,0.19362378335430047,0.1521329726355218,0.11298616168973052,0.12986161689730516,0.04707756737072105,0,0,0.0
32,19,0.10271469244520957,0.06646244805278266,0.07888376358878908,0.01855165955675788,0,1,473.2,439.1,472.8,0,0.02597232337946103,0.22597232337946105,0.10271469244520957,0.00865744112648701,0.00927582977837894,0.021643602816217525,0.06493080844865258,0.04519446467589221,0,0,461.7
35,19,0.06277008982762806,0.06277008982762806,0.0760664863177609,0.016232702112163145,0,1,390.4,521.3,522.5,0,0.021643602816217525,0.06493080844865258,0.012986161689730515,0.17748846807477545,0.14199077445982036,0.01855165955675788,0.06493080844865258,0.04345621603451174,0,0,478.0666666666666
41,21,0.0941551347414421,0.059466400889331854,0.07344350403094156,0.00763891864101795,4,1,475.8,530.0,483.1,1,0.01855165955675788,0.1883102694828842,0.12986161689730516,0.1638355089921004,0.00865744112648701,0.10271469244520957,0.04328720563243505,0.04184672655175205,0,0,496.3
21,21,0.059466400889331854,0.05649308084486526,0.07099538722991018,0.0072145342720725085,2,1,413.6,522.3,530.1,1,0.03246540422432629,0.04328720563243505,0.0941551347414421,0.1521329726355218,0.13311635105608158,0.016232702112163145,0.12986161689730516,0.040352200603475184,0,0,488.6666666666667
26,17,0.05649308084486526,0.05380293413796692,0.06870521344830018,0.014429068544145017,0,1,510.0,560.2,424.6,0,0.02597232337946103,0.012986161689730515,0.08691243206902348,0.008116351056081572,0.008116351056081572,0.08691243206902348,0.08691243206902348,0.03896074541025191,0,0,498.2666666666667
23,19,0.08691243206902348,0.14123270211216316,0.06655817552804079,0.012986161689730515,0,1,440.0,477.2,470.5,1,0.016232702112163145,0.16140880241390074,0.03246540422432629,0.14199077445982036,0.00763891864101795,0.08070440120695037,0.08070440120695037,0.03766205389657684,0,0,462.56666666666666
33,17,0.05380293413796692,0.05135734622260479,0.06493080844865258,0.01180560153611865,0,1,430.6,544.2,402.9,1,0.06493080844865258,0.03246540422432629,0.06493080844865258,0.00763891864101795,0.0072145342720725085,0.014429068544145017,0.03246540422432629,0.03644714893217114,0,0,459.23333333333335
35,24,0.05135734622260479,0.04328720563243505,0.06454126111810016,0.00683482194196343,6,1,449.7,485.0,518.5,0,0.012986161689730515,0.02597232337946103,0.02597232337946103,0.0072145342720725085,0.12528597746454737,0.0941551347414421,0.03246540422432629,0.03530817552804079,0,0,484.40000000000003
13,17,0.04912441812596979,0.04912441812596979,0.06264298873227368,0.010821801408108763,0,1,465.7,559.7,542.5,1,0.03246540422432629,0.01180560153611865,0.08070440120695037,0.00683482194196343,0.00683482194196343,0.07532410779315368,0.07532410779315368,0.03423823081506985,0,0,522.6333333333333
43,18,0.04707756737072105,0.12554017965525613,0.06085318905420872,0.00998935514594655,0,1,477.3,554.3,441.9,1,0.04328720563243505,0.06493080844865258,0.12986161689730516,0.13311635105608158,0.11832564538318363,0.07061635105608158,0.07061635105608158,0.03323122402639133,0,0,491.1666666666667
35,17,0.04519446467589221,0.04707756737072105,0.059162822691591815,0.00927582977837894,0,0,0.0,0.0,0.0,1,0.014429068544145017,0.14123270211216316,0.01180560153611865,0.006493080844865258,0.006493080844865258,0.06646244805278266,0.06646244805278266,0.03228176048278015,0,0,0.0
29,15,0.08070440120695037,0.04519446467589221,0.05756382748371095,0.5324654042243263,0,1,467.8,512.9,452.4,1,0.021643602816217525,0.3766205389657684,0.06493080844865258,0.12528597746454737,0.11209797983670028,0.06277008982762806,0.06277008982762806,0.2824654042243263,0,0,477.7
51,18,0.04345621603451174,0.0819177544960502,0.08236477939203435,0.006493080844865258,1,1,407.8,559.8,479.3,1,0.012986161689730515,0.016232702112163145,0.010821801408108763,0.17388120093873918,0.15649308084486527,0.11209797983670028,0.11209797983670028,0.03138504491381403,0,0,482.29999999999995
31,24,0.04184672655175205,0.07888376358878908,0.08025286197172578,0.006183886518919293,8,1,401.4,506.9,518.0,1,0.1883102694828842,0.014429068544145017,0.00998935514594655,0.1647295587840687,0.14904102937606215,0.08691243206902348,0.06493080844865258,0.030536800456683926,0,0,475.43333333333334
42,17,0.14199077445982036,0.11298616168973052,0.07824654042243263,0.005902800768059325,1,1,448.9,639.2,604.4,0,0.16140880241390074,0.5324654042243263,0.06493080844865258,0.12986161689730516,0.1422664371316957,0.10649308084486526,0.10649308084486526,0.12986161689730516,0,0,564.1666666666666
13,18,0.040352200603475184,0.0760664863177609,0.07633808821700744,0.00865744112648701,0,1,373.4,518.4,521.8,1,0.16140880241390074,0.010821801408108763,0.06493080844865258,0.15649308084486527,0.13608093986510023,0.10142198175701453,0.10142198175701453,0.029733200444665927,0,0,471.2
31,18,0.13311635105608158,0.10271469244520957,0.07452051468803107,0.008116351056081572,0,1,560.8,586.9,623.0,0,0.01180560153611865,0.021643602816217525,0.021643602816217525,0.04328720563243505,0.1304109007040544,0.08070440120695037,0.06493080844865258,0.028970810689674494,0,0,590.2333333333332
41,16,0.12528597746454737,0.0941551347414421,0.04328720563243505,0.6259723233794611,0,1,593.9,549.4,603.1,0,0.03246540422432629,0.01855165955675788,0.06493080844865258,0.006183886518919293,0.1251944646758922,0.07532410779315368,0.02597232337946103,0.02824654042243263,0,0,582.1333333333333
29,16,0.03896074541025191,0.03246540422432629,0.07278747946272802,0.6883102694828841,0,1,498.2,619.9,515.7,1,0.14123270211216316,0.012986161689730515,0.00927582977837894,0.14904102937606215,0.1588408314191271,0.09681189167715024,0.09681189167715024,0.05194784431456842,0,0,544.6
21,18,0.07099538722991018,0.1638355089921004,0.09386049129312056,0.00763891864101795,0,1,461.4,587.4,578.4,1,0.23665129076636726,0.04328720563243505,0.01855165955675788,0.18772098258624112,0.18999487469990017,0.13608093986510023,0.13608093986510023,0.07452051468803107,0,0,542.4
22,19,0.06870521344830018,0.07344350403094156,0.09177470259771789,0.005646157256404572,1,1,524.5,581.0,586.5,1,0.14123270211216316,0.10271469244520957,0.016232702112163145,0.17955920073466541,0.18320934346061804,0.1304109007040544,0.1304109007040544,0.42597232337946106,0,0,564.0
17,21,0.17388120093873918,0.22597232337946105,0.08977960036733271,0.005410900704054381,3,1,412.6,396.3,443.2,1,0.01180560153611865,0.42597232337946106,0.014429068544145017,0.05135734622260479,0.006183886518919293,0.012986161689730515,0.04328720563243505,0.07278747946272802,0,0,417.36666666666673
26,19,0.1647295587840687,0.1521329726355218,0.2824654042243263,0.0072145342720725085,0,1,366.7,424.2,450.4,0,0.22597232337946105,0.14123270211216316,0.07532410779315368,0.04912441812596979,0.005902800768059325,0.1251944646758922,0.1251944646758922,0.07113321856584785,0,0,413.76666666666665
23,18,0.06655817552804079,0.1883102694828842,0.08786939610419797,0.7328373738424722,0,1,440.3,493.9,536.4,1,0.12554017965525613,0.12986161689730516,0.07532410779315368,0.04707756737072105,0.005646157256404572,0.12037929295758866,0.12037929295758866,0.06955248037549568,0,0,490.2
51,18,0.06454126111810016,0.07099538722991018,0.08603878368536051,0.005194464675892206,1,0,0.0,0.0,0.0,1,0.21298616168973053,0.3549769361495509,0.012986161689730515,0.17207756737072102,0.1768917798930105,0.01180560153611865,0.03246540422432629,0.06804046993255011,0,0,0.0
35,18,0.06264298873227368,0.14199077445982036,0.08428289014076132,0.004994677572973275,1,1,377.9,527.3,493.6,0,0.19362378335430047,0.0941551347414421,0.07061635105608158,0.1651944646758922,0.005410900704054381,0.010821801408108763,0.02597232337946103,0.06659280035951713,0,0,466.26666666666665
52,21,0.15649308084486527,0.06870521344830018,0.0825972323379461,0.004809689514715006,2,1,595.1,565.7,577.4,1,0.010821801408108763,0.08691243206902348,0.01180560153611865,0.1588408314191271,0.17099538722991017,0.13311635105608158,0.12986161689730516,0.0652054503520272,0,0,579.4000000000001
31,18,0.14904102937606215,0.06655817552804079,0.08097767876269225,0.00683482194196343,0,1,561.1,610.8,607.5,1,0.5649308084486526,0.03246540422432629,0.3766205389657684,0.15295783766286314,0.16547940699668726,0.11592080062582612,0.11592080062582612,0.06387472687545521,0,0,593.1333333333333
23,40,0.1422664371316957,0.06454126111810016,0.07942041570956355,0.00463791488918947,10,0,0.0,0.0,0.0,1,0.1883102694828842,0.00998935514594655,0.07061635105608158,0.14749505774633231,0.16030817552804077,0.00998935514594655,0.06493080844865258,0.12986161689730516,0,0,0.0
15,20,0.13608093986510023,0.06264298873227368,0.07792191729994914,0.004477986789562247,1,1,384.5,512.4,527.4,1,0.16140880241390074,0.00927582977837894,0.06646244805278266,0.04519446467589221,0.005194464675892206,0.00927582977837894,0.021643602816217525,0.0625972323379461,0,0,474.76666666666665
22,19,0.06085318905420872,0.06085318905420872,0.07647891883143157,0.6412327021121631,0,1,419.9,467.9,387.4,1,0.11298616168973052,0.12554017965525613,0.04328720563243505,0.04345621603451174,0.004994677572973275,0.11178077203204662,0.11178077203204662,0.06136983562543736,0,0,425.0666666666666
35,18,0.059162822691591815,0.13311635105608158,0.07508839303449645,0.004328720563243505,1,1,460.9,468.0,516.4,0,0.00998935514594655,0.00865744112648701,0.06277008982762806,0.04184672655175205,0.004809689514715006,0.00865744112648701,0.01855165955675788,0.06018964647879433,0,0,481.76666666666665
42,25,0.1304109007040544,0.059162822691591815,0.07374752887316616,0.004189084416042102,3,0,0.0,0.0,0.0,1,0.010821801408108763,0.008116351056081572,0.06646244805278266,0.14240902127232086,0.15545035202719104,0.12528597746454737,0.02597232337946103,0.06493080844865258,0,0,0.0
41,19,0.05756382748371095,0.12528597746454737,0.0724537125771457,0.004058175528040786,1,1,596.2,610.4,562.7,0,0.06493080844865258,0.02597232337946103,0.12986161689730516,0.13766205389657682,0.15087828284992072,0.10792626265163122,0.10792626265163122,0.3549769361495509,0,0,589.7666666666667
52,17,0.1251944646758922,0.05756382748371095,0.07120451063616043,0.006493080844865258,0,1,443.8,470.9,503.5,1,0.17748846807477545,0.08070440120695037,0.010821801408108763,0.040352200603475184,0.00463791488918947,0.008116351056081572,0.016232702112163145,0.059053992771647267,0,0,472.73333333333335
23,16,0.05604898991835014,0.11832564538318363,0.06999765452368313,0.5699846240997005,0,1,493.5,504.1,431.9,1,0.14123270211216316,0.11298616168973052,0.059466400889331854,0.03896074541025191,0.004477986789562247,0.10432872056324351,0.10432872056324351,0.05796040031291306,0,0,476.5
33,18,0.12037929295758866,0.16140880241390074,0.08549769361495509,0.6129861616897305,0,1,482.2,590.8,604.4,0,0.10271469244520957,0.00763891864101795,0.00998935514594655,0.13322134248055822,0.1465674747684944,0.13322134248055822,0.13322134248055822,0.07508839303449645,0,0,559.1333333333333
50,27,0.08025286197172578,0.14123270211216316,0.08409609208028368,0.5572601469906641,0,0,0.0,0.0,0.0,0,0.00927582977837894,0.3042659452710436,0.10649308084486526,0.07099538722991018,0.03766205389657684,0.11832564538318363,0.06493080844865258,0.07374752887316616,0,0,0.0
15,16,0.07824654042243263,0.05604898991835014,0.08273970349834363,0.006183886518919293,0,1,446.0,518.9,530.2,1,0.1638355089921004,0.07532410779315368,0.04328720563243505,0.12905817552804077,0.14249615602492513,0.12905817552804077,0.12905817552804077,0.3042659452710436,0,0,498.3666666666666
33,16,0.07633808821700744,0.12554017965525613,0.08142637487138579,0.5108218014081087,0,1,437.3,449.1,521.7,0,0.00865744112648701,0.0072145342720725085,0.00927582977837894,0.12514732172416076,0.13864490856479203,0.12514732172416076,0.12514732172416076,0.0724537125771457,0,0,469.36666666666673
33,20,0.09833003849755488,0.05461183633070014,0.09577908776402039,0.548450893607485,0,0,0.0,0.0,0.0,1,0.07061635105608158,0.07061635105608158,0.10142198175701453,0.06870521344830018,0.03644714893217114,0.15087828284992072,0.15087828284992072,0.26623270211216316,0,0,0.0
35,17,0.0960432934162164,0.21298616168973053,0.09430556333688161,0.005902800768059325,0,1,434.9,475.2,546.8,0,0.23665129076636726,0.19362378335430047,0.06493080844865258,0.03246540422432629,0.16131214781308698,0.11209797983670028,0.014429068544145017,0.08844588994650525,0,0,485.63333333333327
16,23,0.11592080062582612,0.05324654042243263,0.09287669116511067,0.00393520051203955,5,1,438.4,441.4,507.0,1,0.00998935514594655,0.059466400889331854,0.09681189167715024,0.15087828284992072,0.03530817552804079,0.1465674747684944,0.1465674747684944,0.08694680706605601,0,0,462.26666666666665
35,18,0.11178077203204662,0.05194784431456842,0.09149047189398962,0.003819459320508975,1,1,367.1,526.4,532.0,0,0.1521329726355218,0.05649308084486526,0.2824654042243263,0.02597232337946103,0.1571759388948027,0.10649308084486526,0.1883102694828842,0.08549769361495509,0,0,475.1666666666667
33,22,0.09386049129312056,0.19362378335430047,0.09014502377790154,0.003710331911351576,3,1,393.9,492.3,517.3,1,0.21298616168973053,0.06646244805278266,0.06277008982762806,0.1465674747684944,0.15324654042243263,0.00763891864101795,0.04328720563243505,0.08409609208028368,0,0,467.8333333333333
52,16,0.09177470259771789,0.1647295587840687,0.08883857415793195,0.5092758297783789,0,1,414.3,534.0,524.5,1,0.19362378335430047,0.17748846807477545,0.22597232337946105,0.14249615602492513,0.14950881992432452,0.14249615602492513,0.14249615602492513,0.23665129076636726,0,0,490.93333333333334
15,27,0.10792626265163122,0.050710990878507264,0.10185516595567579,0.0036072671360362542,9,1,477.9,484.2,489.7,1,0.2608218014081088,0.05380293413796692,0.07532410779315368,0.06655817552804079,0.03423823081506985,0.0072145342720725085,0.021643602816217525,0.08273970349834363,0,0,483.93333333333334
31,37,0.11151873080211532,0.20649308084486523,0.10042058615348316,0.0035097734296568963,10,1,494.1,587.5,546.6,1,0.14199077445982036,0.24075858591517732,0.03246540422432629,0.16567193559181906,0.1697586099261263,0.00683482194196343,0.03246540422432629,0.08142637487138579,0,0,542.7333333333332
23,17,0.10432872056324351,0.04953166550923966,0.09902585579024034,0.005646157256404572,0,1,391.1,570.4,511.2,1,0.0941551347414421,0.22356154406409323,0.09260267899553501,0.06454126111810016,0.03323122402639133,0.16567193559181906,0.16567193559181906,0.08015408776402039,0,0,490.90000000000003
33,18,0.10914599184887883,0.19666007699510976,0.0976693372177713,0.005410900704054381,0,1,405.7,476.4,464.7,1,0.06646244805278266,0.06277008982762806,0.07061635105608158,0.06264298873227368,0.03228176048278015,0.16131214781308698,0.16131214781308698,0.07892094795226623,0,0,448.93333333333334
23,17,0.10096327796442921,0.04840594583857512,0.09634948130942304,0.005194464675892206,0,1,443.0,521.8,526.0,1,0.13311635105608158,0.059466400889331854,0.08874423403738772,0.06085318905420872,0.03138504491381403,0.1571759388948027,0.1571759388948027,0.07772517601359552,0,0,496.93333333333334
33,28,0.09780817552804079,0.04733025815327345,0.09506482155863073,0.003417410970981715,10,0,0.0,0.0,0.0,0,0.12528597746454737,0.021643602816217525,0.04328720563243505,0.16131214781308698,0.1658107352766815,0.006493080844865258,0.12986161689730516,0.31298616168973054,0,0,0.0
51,23,0.10687211701869385,0.06493080844865258,0.09381396864338559,0.00332978504864885,5,0,0.0,0.0,0.0,1,0.02597232337946103,0.12554017965525613,0.03246540422432629,0.059162822691591815,0.030536800456683926,0.10142198175701453,0.16140880241390074,0.07656509875966126,0,0,0.0
17,18,0.10469105340606745,0.046301339497767505,0.09259560541425071,0.003246540422432629,1,1,444.3,509.1,530.1,1,0.11832564538318363,0.05649308084486526,0.08519446467589221,0.05756382748371095,0.029733200444665927,0.15324654042243263,0.15324654042243263,0.07543914142496036,0,0,494.5
50,22,0.09484429142113046,0.04328720563243505,0.09140848226791416,0.04328720563243505,0,0,0.0,0.0,0.0,0,0.06277008982762806,0.11298616168973052,0.0819177544960502,0.05604898991835014,0.028970810689674494,0.09681189167715024,0.01855165955675788,0.07434582053474355,0,0,0.0
31,37,0.1025972323379461,0.045316204614836285,0.09025141287211778,0.00316735650969037,1,1,401.8,487.6,444.6,1,0.059466400889331854,0.20865744112648701,0.07888376358878908,0.1571759388948027,0.16204230947493875,0.09260267899553501,0.04328720563243505,0.0732837373842472,0,0,444.6666666666667
25,17,0.09205475343815604,0.04437211701869386,0.08912327021121631,0.004994677572973275,0,0,0.0,0.0,0.0,0,0.24075858591517732,0.05135734622260479,0.0760664863177609,0.05461183633070014,0.15844136926438454,0.08874423403738772,0.2824654042243263,0.07225157206897613,0,0,0.0
53,21,0.10058552189994716,0.043466563610149084,0.08802298292465809,0.0030919432594596467,3,1,457.0,538.6,555.2,1,0.021643602816217525,0.19561635105608158,0.059466400889331854,0.05324654042243263,0.02824654042243263,0.006183886518919293,0.016232702112163145,0.07124807801246257,0,0,516.9333333333334
22,32,0.08942461762563729,0.04259723233794611,0.08694953191338177,0.0030200376022629107,9,1,475.7,547.4,483.5,0,0.22356154406409323,0.18410950687631208,0.07344350403094156,0.05194784431456842,0.027557600412129395,0.005902800768059325,0.014429068544145017,0.0702720769437987,0,0,502.2
17,17,0.09865118494033279,0.04176199248818246,0.0859019471915338,0.004809689514715006,0,1,459.2,505.6,456.0,0,0.05649308084486526,0.17388120093873918,0.07099538722991018,0.050710990878507264,0.02690146706898346,0.14950881992432452,0.14950881992432452,0.06932245428239601,0,0,473.59999999999997
32,38,0.09678984182825104,0.18772098258624112,0.08487930496306315,0.0029514003840296625,10,0,0.0,0.0,0.0,0,0.3766205389657684,0.05380293413796692,0.12986161689730516,0.06493080844865258,0.15499699167168055,0.08519446467589221,0.012986161689730515,0.06839815489196406,0,0,0.0
29,18,0.09499743734995009,0.0409588772480251,0.08388072490467417,0.00463791488918947,0,1,382.4,368.3,482.0,1,0.05380293413796692,0.10271469244520957,0.06870521344830018,0.04953166550923966,0.026275851555751285,0.14594908611660248,0.14594908611660248,0.06749817916970138,0,0,410.90000000000003
25,25,0.09327021121631464,0.17748846807477545,0.08290536763834075,0.0028858137088290034,5,0,0.0,0.0,0.0,1,0.05135734622260479,0.1647295587840687,0.06655817552804079,0.04840594583857512,0.025678673111302393,0.0819177544960502,0.03246540422432629,0.06662157944022473,0,0,0.0
51,30,0.09160467173030902,0.17955920073466541,0.08195243237812994,0.002823078628202286,10,1,460.7,505.8,448.2,0,0.04912441812596979,0.0941551347414421,0.05649308084486526,0.04733025815327345,0.025108035931051226,0.07888376358878908,0.02597232337946103,0.06576745662688853,0,0,471.56666666666666
29,18,0.08694060046936959,0.040186068243345384,0.22597232337946105,0.5419907744598204,0,1,462.8,524.6,498.6,1,0.00927582977837894,0.04912441812596979,0.06454126111810016,0.15324654042243263,0.15169918333824053,0.14255492132319314,0.14255492132319314,0.06493495717591526,0,0,495.3333333333333
23,18,0.08459085451073797,0.03944188179439454,0.08102115473746938,0.004477986789562247,0,1,431.1,431.7,467.8,1,0.08691243206902348,0.06493080844865258,0.06264298873227368,0.046301339497767505,0.024562209062984897,0.13931503674766602,0.13931503674766602,0.0641232702112163,0,0,443.5333333333333
51,20,0.08236477939203435,0.17207756737072102,0.08011080468423938,0.0027630131254745777,2,1,413.1,541.7,564.2,1,0.20865744112648701,0.04707756737072105,0.02597232337946103,0.14950881992432452,0.14853878368536053,0.0760664863177609,0.012986161689730515,0.06333162489996673,0,0,506.3333333333333
31,26,0.08025286197172578,0.1651944646758922,0.07922068463219227,0.0027054503520271907,6,1,444.7,412.6,382.5,1,0.00865744112648701,0.08691243206902348,0.06085318905420872,0.14594908611660248,0.1455073799366797,0.005646157256404572,0.01180560153611865,0.06255928801094274,0,0,413.26666666666665
23,17,0.0899975722262685,0.038724756670860096,0.07835012765821214,0.004328720563243505,0,1,456.7,528.5,456.5,1,0.01855165955675788,0.04519446467589221,0.059162822691591815,0.045316204614836285,0.02403960887015543,0.13621914704216234,0.13621914704216234,0.06180556164936512,0,0,480.56666666666666
