NU_INSCRICAO,CO_UF_RESIDENCIA,NU_IDADE,TP_SEXO,TP_COR_RACA,TP_NACIONALIDADE,TP_ST_CONCLUSAO,TP_ANO_CONCLUIU,IN_TREINEIRO,NU_NOTA_CN,NU_NOTA_CH,NU_NOTA_LC,TP_LINGUA,Q001,Q002,Q006,Q024,Q025,Q026,Q027,Q047,ATEND_ESPE1,ATEND_ESPE2
3c44449ad09dc6a72c77c3bd3b5fd06a6d3f66e8,26,29,331.0865759286233,343.4985214857973,304.8092607428987,281.1154345714977,8,0,413.4,407.9,533.9,1,407.9463037144933,356.09260742898647,396.09753580966225,264.6154345714977,243.05852148579734,321.17315185724664,356.09260742898647,275.71028971433185,0,0
6f721ecb245bd74eaeda78b8d8135e8adeba6dc0,21,17,340.9214008254429,356.1821012381644,315.2447824935443,429.3731518572466,0,0,503.4,509.6,490.1,1,251.8308691429955,218.5985214857973,401.97315185724665,286.7560867755695,272.48210123816443,353.2487679048311,353.2487679048311,290.09926074289865,0,0
70b1dacb515d1aecead8a53cb465a70fda4b62b6,43,27,188.8731518572466,358.1418010612838,319.79938395241555,300.8989439184266,7,0,402.6,556.9,599.0,0,356.09260742898647,243.81543457149772,395.5585214857973,178.04630371449323,286.39894391842665,118.69753580966216,356.09260742898647,297.35387340263514,0,0
8570b9be0b2b629d00743d0de77cd95a84a46fbc,23,19,343.8192607428986,371.3990759286233,330.9071236483836,321.31157592862326,2,0,0.0,0.0,0.0,0,281.3481518572466,256.9385214857973,274.8654345714977,363.2985214857973,312.69894391842666,340.85852148579727,118.69753580966216,311.25771728574887,0,0
67a173ad63a2a3f77c8905b49e83084b7c1cd6b0,24,18,243.9385214857973,330.132511936554,307.27090053064194,285.61028971433177,2,0,477.8,462.9,511.9,0,410.14630371449323,407.9463037144933,356.09260742898647,297.1490759286233,308.6240759286233,355.6275153469981,355.6275153469981,287.3148159560759,0,0
4e17008781ab3d721804ffe992884f86c37dcb4c,50,18,312.56296431172603,342.45926074289866,317.0128404952658,302.3892607428986,1,0,0.0,0.0,0.0,0,225.07852148579727,214.11543457149776,235.5989439184266,314.5102897143318,324.71028971433185,284.0487679048311,356.09260742898647,299.1780433877848,0,0
6118b53a6c928609d5ec78f7b6ae463ee3f766e3,41,16,278.84876790483105,421.6731518572466,297.1995379643117,178.04630371449323,0,1,561.8,640.8,596.5,0,356.09260742898647,356.09260742898647,356.09260742898647,302.7487679048311,273.6115759286233,243.47037248985518,356.09260742898647,307.59753580966213,0,0
036bce628d802e0da1fc727057dd40e979a03ac3,21,24,286.5160506190822,178.04630371449323,307.97603573111684,417.47852148579733,0,0,474.4,540.0,517.4,1,411.8308691429956,423.09753580966213,406.9987679048311,283.05926074289863,292.23926074289864,273.0865759286233,356.09260742898647,279.2328404952658,0,0
e2550a9dbfe4dfa31af61ab8cbdd08de283fd7ba,15,20,307.64180106128384,311.3266006753624,313.22181152383257,274.89932794808965,1,0,395.5,425.2,569.5,1,187.56543457149772,356.09260742898647,406.3418010612838,293.9084188571806,302.2538734026352,367.84907592862334,367.84907592862334,286.93078796431166,0,0
fa8d39d295f07f351cbff175dcfe01a4cbb49ca3,31,21,295.4302005714605,325.0327172857489,321.7785582857361,178.04630371449323,0,0,393.3,429.6,0.0,1,424.5642024763288,418.24630371449325,356.09260742898647,309.0660506190822,296.58806749210964,205.07315185724661,251.8308691429955,298.04074161346983,0,0
bedf9d4bf2c29669d24ef9ed9fa4bb6b8a2b574b,31,18,274.32804338778476,433.41852148579727,305.6896303714493,414.9654345714978,0,0,471.9,628.0,588.2,1,356.09260742898647,387.8463037144933,206.1490759286233,285.291739032999,316.71605061908224,379.84362304766523,379.84362304766523,281.4829226349437,0,0
5458db66588b99384d711f24a5e77d2befb2bec9,53,24,328.66157592862334,300.0302005714605,315.7996479728089,291.6410506190822,4,0,0.0,0.0,0.0,0,182.12315185724663,183.5275153469981,178.04630371449323,328.1275153469981,266.9292607428987,287.45473415877626,418.24630371449325,293.9311898646835,0,0
f2dda998a10d8f259dec0018a0a0aefafb66dcf7,43,24,292.1436230476652,447.51543457149774,301.4451185194994,269.2071236483836,6,0,0.0,0.0,0.0,1,228.74180106128375,275.29894391842663,240.7991786032207,301.9137576734991,332.1994313406913,164.05852148579729,278.8308691429955,279.2346303714493,0,0
fe981a60436f1d9e533a28c67dd66c72290ce7c7,41,17,290.5728404952658,278.5994719592133,288.3388090186516,278.8308691429955,0,1,0.0,0.0,0.0,1,145.6985214857973,431.2308691429955,415.02407592862335,287.1115759286233,242.66296431172606,393.6592607428987,393.6592607428987,265.93774321090416,0,0
f08085c95978cded4e8009e734772d2889c6ab1d,31,30,272.41203796431165,383.5846582041409,276.32469197620776,249.97804338778474,10,0,0.0,0.0,0.0,1,318.4231518572466,323.42315185724664,368.91028971433184,255.21028971433185,222.44105061908223,357.872055220817,357.872055220817,253.84966397404486,0,0
2600ee9cbb63e8dc65423f18d2f33c8ad198edfe,31,18,256.3878004369992,260.0261738285991,265.27170429715943,233.31284049526576,1,0,484.8,485.3,559.1,1,200.1490759286233,160.58657592862332,332.01926074289867,229.6892607428987,205.33020057146052,328.04938395241555,328.04938395241555,242.81272206212986,0,0
75182e8460c3cae7808fbe4c3475c15e232327dd,52,22,262.9292607428987,273.4807879643117,273.34971567034563,248.43703796431166,5,0,0.0,0.0,0.0,0,230.72140082544294,195.55473415877628,118.69753580966216,252.01750976627153,224.61375767349907,258.70926074289866,356.09260742898647,252.4996919762078,0,0
9f1f0f639f56faed5cdb4db727692f9a49f7818b,32,19,239.02660067536243,257.3936827899404,263.2256521269995,429.68465820414093,0,0,473.2,439.1,472.8,0,254.73852148579726,258.7385214857973,345.0447824935443,281.7861738285991,308.47090053064187,136.71543457149775,178.04630371449323,242.39970429715947,0,0
45837167deb9a4e1969d5d9bdb31e8bfe7c94017,35,19,268.54958930161035,267.02736707938817,269.21045026532096,429.82407592862336,0,0,390.4,521.3,522.5,0,284.0821012381644,415.94630371449324,216.71926074289868,231.01605061908222,209.63950716193247,178.72751534699805,410.14630371449323,249.64586951649952,0,0
e1268d2857278d8ec8055524bc29cc16b5c4174f,41,21,255.0077172857489,272.83118986468355,272.9376761182409,233.82309455464627,4,0,475.8,530.0,483.1,1,297.39894391842665,287.41543457149777,356.09260742898647,242.26866210992208,316.6261738285991,235.19023703899876,399.19753580966216,254.3738002751477,0,0
b6b8661c6a0867a13e83b584a0468d5e05804128,21,21,274.27329512784144,282.5546303714494,279.41642024763297,246.79403374605485,2,0,413.6,522.3,530.1,1,312.4481518572466,403.06420247632883,352.19105061908226,258.3423291020705,220.1182879643117,203.54907592862327,356.09260742898647,261.9783074081781,0,0
3982766156703660bd7c9662b663d250a68f2734,26,17,288.2546303714493,295.47583844899935,288.27072927190284,423.9880674921097,0,0,510.0,560.2,424.6,0,360.73852148579726,175.99926074289866,367.7071236483836,291.09953796431165,326.0432879643117,339.37635441761444,339.37635441761444,272.0445726699651,0,0
b82b9c8e6d995692aedfad5a31c0c14cfcf108f1,23,19,271.33789287915283,335.6365759286233,291.5747689821559,420.98926074289875,0,0,440.0,477.2,470.5,1,318.6365759286233,313.1132296327123,89.02315185724662,278.04617382859914,330.04074161346983,343.2780433877848,343.2780433877848,276.10975358096624,0,0
3b096a7385fbcd24adb5e622db6ec33ad81b711c,33,17,293.29012416328504,299.95420942859033,178.04630371449323,420.4902370389989,0,0,430.6,544.2,402.9,1,437.0463037144932,440.7731518572466,404.74630371449325,297.15250631935214,334.7884781904993,242.47695638099853,416.2231518572466,280.60621314287056,0,0
ab01ff1e35bb088cda3ccb34ee11e718cf49961c,35,24,299.381482155863,252.8308691429955,295.33007901299965,262.9575056541572,6,0,449.7,485.0,518.5,0,207.6492607428986,438.0785214857973,154.31852148579728,304.3829226349437,239.7525063193522,254.53271728574887,89.02315185724662,285.19039398215585,0,0
91720b5fe48f70c5f4b21231f265badbb7965923,13,17,308.45185249691247,305.4909829316951,301.5850766890879,421.057717285749,0,0,465.7,559.7,542.5,1,409.47315185724665,195.8175097662715,369.5851862449276,315.0996109173151,339.6575056541572,348.0928404952658,348.0928404952658,291.9422002251208,0,0
3f910c1717d215698a89b7774fae6aae9ce80a9b,43,18,319.08302530954114,344.5102897143318,309.07121735511396,432.0225082637683,0,0,477.3,554.3,441.9,1,433.7975358096621,461.39630371449323,356.09260742898647,286.6370379643117,254.65514485716596,361.56203796431174,361.56203796431174,299.93213551261726,0,0
51e2e191d63c9ce01f2474dfef6867d39bde0e22,35,17,321.64770429715946,316.24552530954116,311.13035020636084,428.53518624492773,0,0,0.0,0.0,0.0,1,329.3991786032207,325.9115759286233,231.3175097662715,327.52463037144935,350.8546303714494,362.8348592605287,362.8348592605287,302.31121735511397,0,0
160449496c59d74d6efaed45b00fd1802d7b8fe0,29,15,281.63518624492764,303.5957042971595,302.72142182240515,209.12315185724663,0,1,467.8,512.9,452.4,1,366.2821012381644,278.8308691429955,411.6963037144932,292.3172122017051,261.420663548894,342.6773670793882,342.6773670793882,350.7981518572466,0,0
5c90f15a173eb63ffaff1dda01bb41959cea8ade,51,18,309.27663874726875,309.9958695164995,307.1234896691839,275.20963037144935,1,0,407.8,559.8,479.3,1,296.45926074289866,240.8865759286233,212.0410506190822,302.18847819049927,271.84963037144934,349.3785582857362,349.3785582857362,293.91368353969415,0,0
642546ecc2ac60f7533a50e51b3ced50d438fa2a,31,24,313.94787434922176,314.6404669418144,310.41263095971766,282.83774321090414,8,0,401.4,506.9,518.0,1,121.41543457149776,262.49917860322074,229.2225082637682,309.19961091731506,279.63774321090415,274.0302005714605,178.04630371449323,297.7376380386213,0,0
bcca1cc0d5b3005d943cd206eb899d1b0470d118,42,17,294.19284049526584,348.3792607428986,311.99981518572474,286.9769367013175,1,0,448.9,639.2,604.4,0,381.09894391842664,326.6231518572466,178.04630371449323,356.09260742898647,283.9223912467721,353.6796303714494,353.6796303714494,356.09260742898647,0,0
80657dbe741b33c3b8aa6627ff05d721fc473535,13,18,316.0890216938924,316.75687883674954,317.6193318885119,399.9661738285992,0,0,373.4,518.4,521.8,1,157.4846582041409,226.4660506190822,178.04630371449323,312.4346303714493,295.16054814908637,362.66631463947556,362.66631463947556,299.7419107218155,0,0
c9fe095eda5d50f8fd64a9066f0c5cfc66b742d3,31,18,309.7057879643117,366.0175097662715,319.71649065307116,400.32453796431173,0,0,560.8,586.9,623.0,0,309.0902370389988,449.73210123816443,213.26543457149774,273.4308691429955,299.7663586428744,281.16375767349905,442.64630371449334,302.4587848058715,0,0
ce018e1ed8c91f329f952c59abec1059d15544fc,41,16,324.1701533781757,381.8160506190822,261.13086914299544,261.29852148579727,0,1,593.9,549.4,603.1,0,421.1481518572466,464.85608677556957,369.64630371449323,311.9282194013803,309.99970429715944,299.45950716193244,418.43852148579737,308.7873151857247,0,0
15fb3ba785590aea2be363ee1b189f1e0c38d168,29,16,319.1790554285858,316.6231518572466,325.2021536611393,307.6987679048311,0,1,498.2,619.9,515.7,1,401.2615759286233,273.63926074289867,239.5566148163562,316.87583844899933,318.834331054961,364.6223912467721,364.6223912467721,314.4193318885119,0,0
36c49582ac87ab0169f57407a7030d012e19db0f,21,18,321.54975358096624,393.96096980222967,326.68165016884063,409.45838867229344,0,0,461.4,587.4,578.4,1,400.04362304766516,435.3308691429955,262.1703724898552,320.2133003376812,321.48120768255507,365.7388090186517,365.7388090186517,316.22601446259495,0,0
272b3de95fdc0983aa22bd9cffa178a3a362ae43,22,19,324.8384712073867,319.8238830147927,328.83316905397754,298.0822872795211,1,0,524.5,581.0,586.5,1,188.5115759286233,284.2447824935443,282.3365759286233,324.70402640995593,325.12473597960667,368.1455253095412,368.1455253095412,374.63852148579724,0,0
0a90fb44346e04615bc4879b2769751e65740f7e,17,21,336.14403374605484,331.3585214857973,331.9259262484563,305.2913586428744,3,0,412.6,396.3,443.2,1,234.95387340263508,369.77852148579734,303.3102897143318,322.28148215586305,334.147267020428,260.95926074289866,243.3308691429955,318.72075831230205,0,0
45baf0018e09111593b980febba5122c6045203b,26,19,337.11540039099935,396.07090053064184,330.7731518572466,410.23847819049934,0,0,366.7,424.2,450.4,0,444.8585214857973,474.21157592862335,382.5195071619325,323.68663510560816,335.0769367013176,372.26370429715956,372.26370429715956,319.5361956233861,0,0
1495c703543bb33d4b2a3a38075e9102541d872d,23,18,329.40914398215585,335.2321012381645,332.40835334955295,319.4989439184266,0,0,440.3,493.9,536.4,1,219.91028971433184,356.09260742898647,249.6061738285991,324.60385864287446,335.53880901865165,371.24202336265347,371.24202336265347,320.117613498422,0,0
31640380bd530bb03092038113931fe88235552d,51,18,332.87553355845415,324.86642024763296,334.7290126547706,307.26370429715945,1,0,0.0,0.0,0.0,1,402.38926074289867,367.2487679048311,308.4392607428986,330.80385864287445,330.1583657734134,269.4720552208169,271.1481518572466,322.80636103106497,0,0
99b9a595ef66afd906ff6cc1924b8aec91d569ac,35,18,323.0850766890878,392.7128404952657,327.8978083148773,295.4458695164995,1,0,377.9,527.3,493.6,0,365.8084188571806,299.8160506190822,261.74328796431166,317.57170429715944,340.04969197620784,247.01605061908216,216.91852148579727,315.9381405835955,0,0
89b718d7a23461843c46a4e7e3b44bda0b0152bf,52,21,337.5446303714494,314.3868583041609,333.92585214857974,307.8108373121847,2,0,595.1,565.7,577.4,1,329.63271728574887,325.1609698022298,280.39932794808965,329.56125413188414,319.1530869142996,314.47453796431165,356.09260742898647,322.4665126547706,0,0
2811fcc8205f513d44f523a753e74e6cc593a4f9,31,18,340.21393368709465,316.8622689821559,335.0959334789997,406.84171618047304,0,0,561.1,610.8,607.5,1,418.24630371449325,432.3731518572466,426.3308691429955,331.93305953440694,321.55460023964474,373.9293558307033,373.9293558307033,323.91821647814265,0,0
777bd9bcb30c7af5ee67f98072e572a304ad0042,23,40,356.95420942859033,328.7300790129997,342.2767809120959,310.87473597960667,10,0,0.0,0.0,0.0,1,428.3321012381644,240.2532774945374,380.2182879643117,345.38187883674954,333.64664398215587,276.4225082637682,374.8463037144933,356.09260742898647,0,0
9061a9d12293f7a706455370a3c7db1093a86775,15,20,341.4344611925647,319.0615472773232,335.81872844205634,300.15491749755125,1,0,384.5,512.4,527.4,1,367.1418010612838,223.09232910207044,357.8525063193522,329.37170429715945,351.61970429715956,256.6780433877847,285.64876790483106,331.60985214857976,0,0
74106591d629e3d8bae3a811a6340f7e31f56ff0,22,19,331.834074497971,320.56836021225683,336.4850482857219,335.0365759286233,0,0,419.9,467.9,387.4,1,242.29926074289864,459.9325119365541,412.2642024763288,331.0035618241918,352.39586951649954,385.87830740817816,385.87830740817816,332.39789426331345,0,0
2c28ebcabc43052f3029141fa6bec9bdef65dae6,35,18,333.1359057619163,407.4995379643116,337.2525928623452,302.5430869142995,1,0,460.9,468.0,516.4,0,334.55327749453744,233.0061738285991,358.6273670793882,332.770096571444,353.37009657144404,264.35284049526575,297.9560867755695,333.28831937363435,0,0
ccb11e219efb77f2d1f773e490e18204b743c531,42,25,342.6996919762078,322.1831279841386,339.5962965612319,307.8965357235157,3,0,0.0,0.0,0.0,1,244.9243839524155,247.72453796431165,283.36427102523453,333.47215887686167,323.53613961906024,319.12897690758746,172.81852148579728,449.24630371449325,0,0
b7c29a61f67a7b11a811dd41db7f6cc18cee1082,41,19,336.794394795378,411.0878004369992,333.63846679699975,298.2747689821558,1,0,596.2,610.4,562.7,0,461.39630371449323,487.5985214857972,356.09260742898647,322.3564202476329,314.02037080673495,385.6307795665169,385.6307795665169,390.7154345714978,0,0
546520198f2a8f443f61687181896c7a91614265,52,17,328.9917042971595,313.47547587645914,340.4429759901549,421.92463037144944,0,0,443.8,470.9,503.5,1,387.76605061908225,330.04947195921335,289.83271728574886,337.61759312246386,357.4818788367496,277.11203796431164,319.2740759286233,335.8394831590375,0,0
00fad6ffd37a5fcd02b67623b5141406caf0ffc0,23,16,347.09717387971017,428.71070041272145,342.0320780920167,339.88806749210954,0,1,493.5,504.1,431.9,1,367.72407592862334,451.80926074289863,364.4101372331046,340.9480209458272,360.1273312906548,397.0530869142996,397.0530869142996,337.6609742116479,0,0
3d45dffbb8f5c2535e2b46228dde95f0c5a4bc00,33,18,333.03817720880727,350.7418010612838,343.2332101238164,347.3092607428986,0,0,482.2,590.8,604.4,0,254.69932794808966,233.15250631935214,300.93789287915274,335.4513744331931,325.8569316408282,397.602987336419,397.602987336419,339.050774680527,0,0
79596e863089f8b7f26b24ea161920750fb9ad98,50,27,348.8151950622817,364.12407592862337,345.11135422014723,357.3538734026351,0,0,0.0,0.0,0.0,0,344.1209005306419,314.78465820414095,366.89463037144935,343.386420247633,361.926420247633,301.3995893016104,454.99630371449325,341.1712965612319,0,0
42c347cc2d5a972008ab3fef158bec426fc32d22,15,16,340.09481518572466,316.652437037605,339.54504205530617,422.5091717823328,0,0,446.0,518.9,530.2,1,391.33789287915283,336.9928404952658,299.49753580966217,339.2747689821558,329.5220168730274,399.4841439821559,399.4841439821559,438.9418010612838,0,0
1184e759ab3abac459311e19e2d4f1773bf1bd41,33,16,340.84372213241426,323.6658452698874,340.04115249887275,327.57438395241553,0,1,437.3,449.1,521.7,0,321.17950716193246,245.6329226349437,312.14232910207045,340.23007901299957,330.6376380386212,398.6149274978481,398.6149274978481,335.1858352180524,0,0
f102d2cce60240d7c8cc8dcd7e819b81ed724c14,33,20,342.54744303402344,318.0408360879228,341.17175949107786,334.09943134069124,0,0,0.0,0.0,0.0,1,326.88078796431165,339.1057879643117,349.4234574966184,332.3094389493222,350.25137443319323,399.02037080673495,399.02037080673495,430.4240759286233,0,0
d11f15d217391ddc98d0007cabc4c21f9438b55b,35,17,334.58122342858104,332.5392607428987,335.9229631912151,420.1587548831358,0,0,434.9,475.2,546.8,0,372.87695638099854,448.3811461299079,542.1963037144933,343.97315185724665,332.78927914286805,285.53645302257826,332.0436230476651,336.51711392118943,0,0
75863688688db57afb85d45f3a0f8359b4a3f256,16,23,337.6589854603329,310.0898151857247,336.22110011256035,311.30583658875713,5,0,438.4,441.4,507.0,1,226.08404672530662,254.41013723310454,333.540573064954,342.35272374791134,339.30601898215593,387.61978878368535,387.61978878368535,336.8405526682879,0,0
84d341e1ac9c010aa58f782766258ef3f097a6b7,35,18,339.94259312246385,312.3217709129022,337.19690458849226,313.9615472773231,1,0,367.1,526.4,532.0,0,389.8709005306419,261.76963037144935,496.8731518572467,346.2985214857973,333.37416942125606,289.03963037144933,438.6487679048311,337.91987679048304,0,0
c0971b9328ab9ffaf2054856c98080d6070541ae,33,22,335.0589228961133,334.63569158445335,339.4851854033673,319.07121735511384,3,0,393.9,492.3,517.3,1,371.14926074289866,319.1583886722933,267.6218115238326,344.04550306939956,337.35981518572464,286.35250631935213,249.89753580966217,340.4588952037538,0,0
a10aff56c82f1bcb0a43c0aca5061901f21a4dac,52,16,336.67094683175526,427.94171618047295,340.47235662940545,310.2351862449276,0,1,414.3,534.0,524.5,1,374.462964311726,440.6493839524156,496.0585214857973,345.8109057619163,339.0729904250972,388.0081279841386,388.0081279841386,382.5991786032207,0,0
a6905d20876982ff0006a442533a58cbb39da4c5,15,27,345.2135381872065,316.6188716054521,342.9370372489854,321.5303502063607,9,0,477.9,484.2,489.7,1,386.00771728574887,272.7710765442375,318.82617382859905,321.9247689821559,341.1937153766361,293.08847819049925,144.01543457149776,341.54181624885456,0,0
48e9256e4da87667fae37924792e56e197a4dd88,31,37,340.50418711802143,432.1946303714493,346.62665644266167,329.18898938997256,10,0,494.1,587.5,546.6,1,396.7328404952658,446.21481595607594,317.3231518572466,350.3295299305131,343.21410970069013,309.49961091731507,188.87315185724663,345.7221048798251,0,0
ad810c209e89e9b5e2080eefead70a0f0027c30c,23,17,353.86975358096623,323.3230838936974,348.6915639920692,417.35185249691256,0,0,391.1,570.4,511.2,1,271.62438395241554,449.7209005306419,336.499678583869,330.49977598269663,348.9497825714409,391.38628668726994,391.38628668726994,348.05925949107785,0,0
b77d99ff8ee7781a40175b2e1e4dc011e63f1920,33,18,343.79771505168054,435.19964797280886,349.35743297847915,416.51635864287454,0,0,405.7,476.4,464.7,1,307.65250631935214,324.0718115238326,336.7057879643116,332.46448845379376,350.33121735511395,391.54191072181544,391.54191072181544,348.81680934506124,0,0
231c9a3c08249643f87ed59301e84e7605b2176f,23,17,355.2707292719028,325.0043774415679,349.28638658687805,413.61970429715956,0,0,443.0,521.8,526.0,1,402.8932879643117,325.1259267067888,339.0330253095412,332.79693164082823,350.1581279841386,390.32545147253813,390.32545147253813,348.74534253680275,0,0
dcdfc953208fe59ec5bd9288d5be4fa3300deb89,33,28,356.57476898215583,326.6042801650886,349.922568099053,333.560331774447,10,0,0.0,0.0,0.0,0,402.546623966411,527.7154345714977,253.93086914299548,354.1445423007628,346.7509908704415,318.78963037144933,356.09260742898647,395.63926074289867,0,0
4e1c0573b418b839469dab13754968982db53a10,51,23,343.80401265477053,178.04630371449323,345.3183237819602,325.0075027545893,5,0,0.0,0.0,0.0,1,440.2985214857973,289.6991786032207,190.44815185724661,334.5803502063608,351.4241245251078,298.74250511566606,446.384658204141,349.4655613049102,0,0
129d6daf0892c79c68c98ea20f8197645b21b221,17,18,336.7876042332446,319.5041871180215,340.83367022635036,316.8823151857246,1,0,444.3,509.1,530.1,1,380.18292263494374,328.7196303714494,341.35170429715953,325.5376380386213,342.1761212481313,390.4923151857247,390.4923151857247,344.3263618739556,0,0
626eabd333cba14cb6c0c17b13cc2ab36f9070b4,50,22,345.7694729523935,118.69753580966216,342.7242641978074,118.69753580966216,0,0,0.0,0.0,0.0,0,309.67736707938815,260.72926074289865,347.0035618241919,329.8208580902365,345.9228873699741,285.1633003376812,209.8560867755695,346.4129363395504,0,0
d1aba323399aba7434327ab725bbc2d5682316bf,31,37,339.8178521485797,323.0955873921061,338.3859823725187,321.0632343275362,1,0,401.8,487.6,444.6,1,293.3785582857361,446.22617382859914,334.1515780529255,345.0639130109996,338.87028653247694,272.7648959751734,262.2975358096622,341.46418010612825,0,0
6ce27caca885b1a612477f606ac8d4e98b90d8e5,25,17,335.59978257144076,323.9290126547706,338.6949075928622,412.98048490111495,0,0,0.0,0.0,0.0,0,402.8455851868451,287.86784579222666,335.18545026532104,321.3639130109997,339.408724609533,276.52885864287447,209.12315185724663,341.7689099637884,0,0
272ee225651d10cf558d114ce37c5189da942a62,53,21,340.2743648515487,317.3182164781426,334.5134889806046,322.0641097006901,3,0,457.0,538.6,555.2,1,366.91543457149777,441.03078796431174,274.98908460152563,313.32981518572467,337.2748151857247,303.6091717823327,183.6240759286233,337.0221195476247,0,0
4d288c96983da75bb8c3983063becbdb867ace89,22,32,326.0112173551139,319.33185214857974,335.531617163768,324.2951769169531,9,0,475.7,547.4,483.5,0,374.07090053064184,439.67603573111694,323.6273312906548,315.88274652265824,339.24372213241435,308.80875488313575,209.6658452698874,338.13140558121887,0,0
247c20a9befc204fb261300c33ea0cef3f1d0b7d,17,17,341.7690886044035,322.9331883809605,337.54930852324065,397.6849113862588,0,0,459.2,505.6,456.0,0,296.8646303714494,443.19403374605486,329.60642024763297,320.33791922449973,343.14268112926163,392.87786847387775,392.87786847387775,340.35935955985104,0,0
67a6a095cbc03868169ce24cd9f956d3b7d4d7de,32,38,344.9017473099808,431.05875488313575,339.57610246939254,328.35665016884053,10,0,0.0,0.0,0.0,0,514.9975358096622,336.31869559185657,356.09260742898647,449.24630371449325,332.0302740745432,265.4677042971595,334.3992607428986,342.59190143238635,0,0
6169fb11c0c3d6cc7b51edc48b068f948389c40b,29,18,338.5146779153515,326.48831937363434,335.5810894991644,401.61759312246386,0,0,382.4,368.3,482.0,1,306.90917178233275,237.02660067536237,335.3546002396448,324.6975024983485,346.9719211029997,395.61410970069016,395.61410970069016,338.08411325564447,0,0
4ee9f9a4b868e701463ca030c0659e2e7935ffcf,25,25,339.49441104416337,340.71605061908224,336.2417745049881,321.0598357206441,5,0,0.0,0.0,0.0,1,310.7951185194994,446.59434775942043,337.1372689821559,326.23619562338604,348.0043774415679,255.25740797803797,289.3231518572466,338.7895143821945,0,0
bad54913c91cb3f2993dea3652a90be28570a247,51,30,333.4320108469461,412.3170698882168,332.37692652217214,314.0802740745431,10,0,460.7,505.8,448.2,0,297.2822872795212,249.97438395241554,282.13963037144936,318.9865023873108,340.2709468317553,245.80342990477732,231.4585214857973,334.4460590696023,0,0
